epoch,epochs_total,step,steps_total,loss,logits_loss,aux_loss,lr
1,1,28600,56608,1.5838,1.5838,0.0,5.43e-06
1,1,28700,56608,1.575,1.575,0.0,5.4e-06
1,1,28800,56608,1.5456,1.5456,0.0,5.38e-06
1,1,28900,56608,1.5205,1.5205,0.0,5.35e-06
1,1,29000,56608,1.6027,1.6027,0.0,5.33e-06
1,1,29100,56608,1.6608,1.6608,0.0,5.3e-06
1,1,29200,56608,1.6256,1.6256,0.0,5.28e-06
1,1,29300,56608,1.6035,1.6035,0.0,5.25e-06
1,1,29400,56608,1.5959,1.5959,0.0,5.23e-06
1,1,29500,56608,1.5498,1.5498,0.0,5.2e-06
1,1,29600,56608,1.599,1.599,0.0,5.18e-06
1,1,29700,56608,1.5495,1.5495,0.0,5.15e-06
1,1,29800,56608,1.4302,1.4302,0.0,5.13e-06
1,1,29900,56608,1.6709,1.6709,0.0,5.1e-06
1,1,30000,56608,1.6413,1.6413,0.0,5.08e-06
1,1,30100,56608,1.4725,1.4725,0.0,5.05e-06
1,1,30200,56608,1.5406,1.5406,0.0,5.03e-06
1,1,30300,56608,1.6147,1.6147,0.0,5e-06
1,1,30400,56608,1.6067,1.6067,0.0,4.98e-06
1,1,30500,56608,1.4042,1.4042,0.0,4.95e-06
1,1,30600,56608,1.3314,1.3314,0.0,4.93e-06
1,1,30700,56608,1.6577,1.6577,0.0,4.9e-06
1,1,30800,56608,1.35,1.35,0.0,4.88e-06
1,1,30900,56608,1.6332,1.6332,0.0,4.85e-06
1,1,31000,56608,1.6201,1.6201,0.0,4.83e-06
1,1,31100,56608,1.5805,1.5805,0.0,4.8e-06
1,1,31200,56608,1.6405,1.6405,0.0,4.78e-06
1,1,31300,56608,1.6974,1.6974,0.0,4.76e-06
1,1,31400,56608,1.5756,1.5756,0.0,4.73e-06
1,1,31500,56608,1.7671,1.7671,0.0,4.71e-06
1,1,31600,56608,1.6086,1.6086,0.0,4.68e-06
1,1,31700,56608,1.4253,1.4253,0.0,4.66e-06
1,1,31800,56608,1.4297,1.4297,0.0,4.63e-06
1,1,31900,56608,1.6453,1.6453,0.0,4.61e-06
1,1,32000,56608,1.6152,1.6152,0.0,4.58e-06
1,1,32100,56608,1.4133,1.4133,0.0,4.56e-06
1,1,32200,56608,1.6182,1.6182,0.0,4.53e-06
1,1,32300,56608,1.7008,1.7008,0.0,4.51e-06
1,1,32400,56608,1.6052,1.6052,0.0,4.49e-06
1,1,32500,56608,1.5163,1.5163,0.0,4.46e-06
1,1,32600,56608,1.6578,1.6578,0.0,4.44e-06
1,1,32700,56608,1.758,1.758,0.0,4.41e-06
1,1,32800,56608,1.5106,1.5106,0.0,4.39e-06
1,1,32900,56608,1.6298,1.6298,0.0,4.36e-06
1,1,33000,56608,1.6393,1.6393,0.0,4.34e-06
